case,category,prefill,decode,workload,pp,tg,line,phase,n_tokens,route_apply,label,reason,decide_us,apply_us,target
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1298,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1301,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1304,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1307,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1310,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1313,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1316,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1319,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1322,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1325,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1328,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1331,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1334,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1337,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1340,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1343,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1346,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1349,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1352,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1355,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1358,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1361,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1364,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1367,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1370,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1373,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1376,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1379,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1382,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1385,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1388,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1391,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1394,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1397,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1400,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1403,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1406,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1409,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1412,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1415,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1418,decode,1,false,,,,,
switch_cpu_to_opencl_pp256_tg64,switch,cpu,opencl,pp256_tg64,256,64,1421,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1153,prefill,512,true,prefill,phase-prefill-route,2,15,"attn=cpu,ffn=cpu,output=cpu"
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1220,decode,1,true,decode,phase-decode-route,6,13881,"attn=opencl,ffn=opencl,output=opencl"
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1235,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1238,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1241,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1244,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1247,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1250,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1253,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1256,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1259,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1262,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1265,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1268,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1271,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1274,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg16,switch,cpu,opencl,pp512_tg16,512,16,1277,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1153,prefill,512,true,prefill,phase-prefill-route,2,14,"attn=cpu,ffn=cpu,output=cpu"
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1220,decode,1,true,decode,phase-decode-route,3,2588,"attn=opencl,ffn=opencl,output=opencl"
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1235,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1238,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1241,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1244,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1247,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1250,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1253,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1256,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1259,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1262,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1265,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1268,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1271,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1274,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1277,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1280,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1283,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1286,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1289,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1292,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1295,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1298,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1301,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1304,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1307,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1310,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1313,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1316,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1319,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1322,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg32,switch,cpu,opencl,pp512_tg32,512,32,1325,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1153,prefill,512,true,prefill,phase-prefill-route,2,16,"attn=cpu,ffn=cpu,output=cpu"
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1220,decode,1,true,decode,phase-decode-route,6,11080,"attn=opencl,ffn=opencl,output=opencl"
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1235,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1238,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1241,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1244,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1247,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1250,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1253,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1256,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1259,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1262,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1265,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1268,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1271,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1274,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1277,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1280,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1283,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1286,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1289,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1292,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1295,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1298,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1301,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1304,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1307,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1310,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1313,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1316,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1319,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1322,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1325,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1328,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1331,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1334,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1337,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1340,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1343,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1346,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1349,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1352,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1355,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1358,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1361,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1364,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1367,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1370,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1373,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1376,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1379,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1382,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1385,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1388,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1391,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1394,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1397,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1400,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1403,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1406,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1409,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1412,decode,1,false,,,,,
switch_cpu_to_opencl_pp512_tg64,switch,cpu,opencl,pp512_tg64,512,64,1415,decode,1,false,,,,,
